date,category_id,price
2019-10-01,2053013552226107603,12.84
2019-10-01,2053013552293216471,6115.82
2019-10-01,2053013552326770905,12524.16
2019-10-01,2053013552351936731,1221.16
2019-10-01,2053013552502931683,452.17
2019-10-01,2053013552570040549,1661.67
2019-10-01,2053013552603594983,758.8
2019-10-01,2053013552637149417,112.10000000000001
2019-10-01,2053013552695869677,439.63
2019-10-01,2053013552737812719,37.22
2019-10-01,2053013552888807671,512.43
2019-10-01,2053013552913973497,971.21
2019-10-01,2053013552955916539,5567.14
2019-10-01,2053013553031414015,8842.99
2019-10-01,2053013553056579841,4066.0299999999997
2019-10-01,2053013553090134275,151.75
2019-10-01,2053013553140465927,448.99
2019-10-01,2053013553224352013,235.43
2019-10-01,2053013553316626707,546.93
2019-10-01,2053013553341792533,115006.76
2019-10-01,2053013553945772349,4863.38
2019-10-01,2053013553970938175,8073.0
2019-10-01,2053013554004492609,86.57
2019-10-01,2053013554096767303,392.21
2019-10-01,2053013554121933129,985.5400000000001
2019-10-01,2053013554155487563,477.98
2019-10-01,2053013554189041997,1060.25
2019-10-01,2053013554222596431,1917.72
2019-10-01,2053013554247762257,5973.52
2019-10-01,2053013554415534427,196366.57
2019-10-01,2053013554474254687,372.09999999999997
2019-10-01,2053013554499420513,555.64
2019-10-01,2053013554566529381,688.93
2019-10-01,2053013554591695207,1389.2
2019-10-01,2053013554658804075,108322.76
2019-10-01,2053013554725912943,92.08
2019-10-01,2053013554751078769,2469.58
2019-10-01,2053013554776244595,7687.88
2019-10-01,2053013554834964853,3226.93
2019-10-01,2053013554960793975,479.02
2019-10-01,2053013555036291451,39.17
2019-10-01,2053013555069845885,3139.96
2019-10-01,2053013555095011711,1435.9
2019-10-01,2053013555120177537,77.2
2019-10-01,2053013555220840837,1276.14
2019-10-01,2053013555262783879,4995.11
2019-10-01,2053013555321504139,4884.08
2019-10-01,2053013555464110485,919.83
2019-10-01,2053013555531219353,726.94
2019-10-01,2053013555573162395,2752.23
2019-10-01,2053013555631882655,4396661.02
2019-10-01,2053013555816432043,6002.04
2019-10-01,2053013556202308035,4350.83
2019-10-01,2053013556227473861,1486.51
2019-10-01,2053013556252639687,1727.4
2019-10-01,2053013556311359947,3722.17
2019-10-01,2053013556344914381,383.78
2019-10-01,2053013556487520725,2483.31
2019-10-01,2053013557133443581,4437.01
2019-10-01,2053013557192163841,4328.59
2019-10-01,2053013557343158789,677.77
2019-10-01,2053013557418656265,171.26
2019-10-01,2053013557477376525,437.46
2019-10-01,2053013557603205653,1289.0600000000002
2019-10-01,2053013557670314521,3624.7400000000002
2019-10-01,2053013558316237377,251.92000000000002
2019-10-01,2053013558391734853,252.21
2019-10-01,2053013558433677895,26.9
2019-10-01,2053013558920217191,265972.33
2019-10-01,2053013558945383017,531.54
2019-10-01,2053013559792632471,1054.96
2019-10-01,2053013559868129947,1110.29
2019-10-01,2053013559901684381,142.81
2019-10-01,2053013559985570467,255.48
2019-10-01,2053013560061067945,102.42
2019-10-01,2053013560086233771,299.44
2019-10-01,2053013560178508465,835.74
2019-10-01,2053013560312726199,905.12
2019-10-01,2053013560346280633,10202.65
2019-10-01,2053013560497275585,398.95
2019-10-01,2053013560530830019,3050.75
2019-10-01,2053013560581161671,44.53
2019-10-01,2053013560623104713,123.56
2019-10-01,2053013560807654091,7168.75
2019-10-01,2053013560866374351,345.99
2019-10-01,2053013560899928785,5190.2
2019-10-01,2053013561059312345,1608.4
2019-10-01,2053013561092866779,48305.88
2019-10-01,2053013561579406073,10654.97
2019-10-01,2053013561780732677,53.26
2019-10-01,2053013561847841545,86.44
2019-10-01,2053013562116277013,10.27
2019-10-01,2053013562292437791,485.51
2019-10-01,2053013562946749253,425.73
2019-10-01,2053013563097744201,810.14
2019-10-01,2053013563718501229,284.68
2019-10-01,2053013563743667055,3054.06
2019-10-01,2053013563810775923,88728.5
2019-10-01,2053013563835941749,9986.16
2019-10-01,2053013563877884791,3885.85
2019-10-01,2053013563911439225,52691.1
2019-10-01,2053013563944993659,9909.24
2019-10-01,2053013564003713919,7373.52
2019-10-01,2053013564599305123,1636.84
2019-10-01,2053013564674802599,1317.52
